Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Departure_hour,Departure_min,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
80,0,no_info,2575,24,3,2019,22,25,21,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
745,1,no_info,12395,6,3,2019,19,55,7,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
710,1,no_info,10351,27,3,2019,21,0,9,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
955,1,no_info,5192,21,5,2019,23,30,7,35,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
490,1,no_info,7670,15,5,2019,21,0,12,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2105,2,no_info,11161,18,3,2019,22,10,11,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1295,1,no_info,14151,24,5,2019,18,0,20,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
290,1,no_info,4775,6,5,2019,20,5,15,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1220,2,no_info,12865,6,3,2019,9,25,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
75,0,no_info,5462,6,3,2019,20,45,19,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
310,1,no_info,8382,9,3,2019,11,20,6,10,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
180,0,other,4544,24,4,2019,20,45,17,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
175,0,other,4544,1,4,2019,18,10,15,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
425,1,no_info,14781,18,5,2019,23,35,16,30,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
270,1,other,5158,27,5,2019,13,15,8,45,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
90,0,no_info,5678,21,3,2019,17,20,15,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
440,2,no_info,18804,9,6,2019,19,0,11,40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,no_info,4049,3,6,2019,10,40,9,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
165,0,no_info,6565,24,3,2019,12,55,10,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1100,1,other,12373,18,5,2019,12,35,18,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,no_info,4441,18,3,2019,19,45,17,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
140,0,no_info,3597,18,5,2019,20,5,17,45,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
90,0,no_info,5678,18,6,2019,21,5,19,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1420,2,no_info,10660,9,3,2019,9,25,9,45,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,other,4544,21,4,2019,8,45,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,0,no_info,4823,24,5,2019,11,20,8,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
525,2,no_info,14214,9,5,2019,23,15,14,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
475,1,no_info,14781,1,5,2019,16,20,8,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
395,1,no_info,23533,1,3,2019,1,35,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1415,1,other,14053,9,3,2019,18,50,19,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1270,1,other,10262,27,6,2019,19,0,21,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,no_info,4823,21,6,2019,22,50,20,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
875,1,no_info,8361,18,5,2019,8,15,17,40,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2240,2,no_info,10493,9,6,2019,19,15,5,55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
375,1,no_info,17057,3,3,2019,13,20,7,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
845,1,no_info,5883,12,6,2019,1,30,11,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
450,1,other,12898,21,5,2019,19,0,11,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1005,1,no_info,16079,21,5,2019,19,0,2,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
460,1,no_info,10678,12,6,2019,12,35,4,55,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1705,2,no_info,20999,1,3,2019,11,10,6,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
300,1,no_info,6575,21,3,2019,0,35,19,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
535,2,no_info,15129,21,5,2019,4,25,19,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1400,1,other,10844,6,6,2019,18,15,18,55,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
855,1,no_info,11654,3,3,2019,23,45,9,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
290,1,no_info,5069,1,4,2019,13,0,8,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0,no_info,5176,1,4,2019,8,55,6,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1375,2,no_info,13292,9,6,2019,4,25,5,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
345,1,no_info,6386,6,6,2019,7,45,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1775,2,no_info,15129,21,5,2019,19,0,13,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,no_info,4435,6,3,2019,23,20,20,45,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0,no_info,4591,18,5,2019,2,20,23,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1035,1,other,7832,21,3,2019,23,0,5,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155,0,no_info,4174,12,4,2019,7,15,4,40,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
510,1,no_info,6148,27,3,2019,15,30,7,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
600,1,no_info,9149,27,5,2019,19,15,9,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
495,2,no_info,6128,27,3,2019,21,20,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
370,1,no_info,6412,27,3,2019,22,20,16,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
780,1,no_info,8073,18,5,2019,21,0,8,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
195,0,other,4256,24,6,2019,14,15,11,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1165,2,no_info,14634,12,5,2019,5,25,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
480,1,no_info,14067,21,5,2019,21,0,13,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,no_info,4804,6,5,2019,18,5,15,30,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
150,0,no_info,4911,21,4,2019,19,40,17,10,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
380,1,no_info,6412,9,6,2019,22,30,16,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0,other,3543,15,6,2019,10,35,8,20,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
145,0,no_info,3858,6,6,2019,14,0,11,35,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1195,2,no_info,9941,15,5,2019,7,55,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
180,0,no_info,7229,9,4,2019,11,20,8,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
270,1,no_info,8352,3,3,2019,20,15,15,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
750,1,no_info,14151,12,5,2019,22,5,9,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
465,1,no_info,6795,6,6,2019,1,30,17,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,no_info,4804,3,5,2019,22,55,20,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1535,1,no_info,6587,6,6,2019,6,50,5,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
370,1,no_info,4106,3,4,2019,13,35,7,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
150,0,no_info,5510,18,4,2019,16,45,14,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
560,2,no_info,15129,9,5,2019,19,0,9,40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1125,2,other,13029,9,5,2019,4,25,9,40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
315,1,no_info,6582,15,6,2019,12,30,7,15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
465,1,other,5797,27,6,2019,1,30,17,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
870,1,no_info,12692,12,6,2019,10,55,20,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
135,0,other,3332,27,3,2019,10,35,8,20,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1195,2,no_info,10151,9,6,2019,7,55,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
325,1,no_info,5046,6,4,2019,7,25,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1010,1,no_info,8907,15,6,2019,23,0,6,10,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,no_info,5228,6,5,2019,23,55,21,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275,1,no_info,13753,3,3,2019,10,10,5,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
745,1,other,11087,9,3,2019,21,20,8,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
570,1,no_info,14781,18,5,2019,23,35,14,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,0,no_info,5224,6,5,2019,14,5,11,30,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0,other,3702,6,5,2019,18,10,15,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
85,0,no_info,2754,18,3,2019,20,30,19,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
165,0,no_info,3383,24,5,2019,13,55,11,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,0,no_info,5228,15,4,2019,16,10,13,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
305,1,no_info,5054,27,5,2019,1,30,20,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
615,1,no_info,13555,18,3,2019,19,10,8,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
510,1,no_info,7408,1,6,2019,1,30,17,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
150,0,no_info,5224,24,5,2019,16,55,14,25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
295,1,no_info,9694,1,3,2019,17,5,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
505,1,no_info,7318,21,3,2019,1,35,17,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
275,1,no_info,5054,21,5,2019,12,10,7,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0,other,4030,1,5,2019,22,0,18,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
625,1,no_info,16736,6,3,2019,18,25,8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
75,0,no_info,2050,18,3,2019,20,45,19,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
795,2,no_info,9977,12,3,2019,14,50,1,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
355,1,no_info,6755,9,3,2019,13,40,7,45,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,other,3502,15,5,2019,18,10,15,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,0,no_info,6961,24,6,2019,12,45,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
175,0,other,4544,9,4,2019,18,45,15,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,0,other,3841,18,5,2019,17,25,14,55,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1590,2,no_info,24115,6,3,2019,16,50,14,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1555,1,no_info,9502,24,5,2019,9,5,7,10,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
80,0,no_info,3100,1,4,2019,7,40,6,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
160,0,other,4319,15,4,2019,8,35,5,55,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
95,0,no_info,2227,1,5,2019,21,40,20,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
140,0,no_info,5831,24,3,2019,0,40,22,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
160,0,no_info,4804,9,6,2019,0,5,21,25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
275,1,no_info,5458,6,6,2019,12,10,7,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0,other,7229,9,6,2019,22,0,18,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
910,1,no_info,14571,6,6,2019,10,5,18,55,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0,other,3919,9,6,2019,0,5,21,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
545,1,no_info,6916,9,3,2019,16,10,7,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
925,1,other,6960,27,3,2019,4,25,13,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
280,1,no_info,16757,6,3,2019,14,25,9,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
575,1,no_info,14871,6,3,2019,1,35,16,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
275,1,no_info,5054,12,6,2019,12,10,7,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1855,2,no_info,12488,3,6,2019,19,15,12,20,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,no_info,4823,15,4,2019,21,20,18,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2240,2,no_info,14483,9,3,2019,19,15,5,55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1560,2,no_info,11989,24,6,2019,19,15,17,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1210,1,no_info,16079,21,5,2019,19,0,22,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1520,1,no_info,13067,6,5,2019,10,55,9,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,1,no_info,6818,12,6,2019,16,10,5,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1430,1,no_info,13941,12,5,2019,8,15,8,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
600,1,no_info,12927,24,6,2019,19,0,9,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,no_info,4804,15,5,2019,0,50,22,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1235,1,other,5406,1,4,2019,12,35,16,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
890,1,no_info,7318,21,3,2019,1,35,10,45,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,no_info,3384,21,3,2019,10,15,7,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
590,1,no_info,11410,3,6,2019,6,35,20,45,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
450,1,other,9134,15,3,2019,13,15,5,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
435,1,other,7832,21,3,2019,21,20,14,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1365,1,no_info,14815,6,3,2019,7,40,8,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
170,0,no_info,4591,3,6,2019,2,20,23,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1210,1,other,12373,9,5,2019,19,0,22,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,no_info,4284,9,3,2019,8,40,5,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1375,1,no_info,13941,18,5,2019,4,40,5,45,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1525,1,no_info,16289,9,3,2019,18,50,17,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
305,1,no_info,9165,24,6,2019,4,35,23,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,no_info,8016,21,6,2019,8,45,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
720,1,no_info,5192,1,4,2019,10,40,22,40,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,1,no_info,14939,9,6,2019,8,15,21,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1310,1,no_info,25735,1,3,2019,9,30,11,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
540,1,no_info,14502,3,6,2019,19,0,10,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
810,1,no_info,13817,12,3,2019,12,25,22,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
505,1,no_info,14151,24,5,2019,18,0,9,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
510,1,no_info,15077,6,3,2019,19,15,10,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
600,1,no_info,12192,12,6,2019,19,0,9,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,other,1965,21,5,2019,14,45,13,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
140,0,no_info,3850,18,5,2019,10,15,7,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
90,0,no_info,3175,1,6,2019,18,25,16,55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
185,0,no_info,7229,21,5,2019,22,0,18,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1425,1,no_info,16079,27,5,2019,19,0,19,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,no_info,4392,27,3,2019,10,40,9,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
365,1,no_info,54826,18,3,2019,0,45,18,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
560,2,other,10368,15,6,2019,19,0,9,40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1210,1,other,12898,27,5,2019,19,0,22,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1185,2,no_info,14960,1,5,2019,12,30,16,45,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
835,1,no_info,6442,27,5,2019,22,30,8,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0,no_info,3597,21,5,2019,10,35,8,20,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
440,2,no_info,18804,6,6,2019,19,0,11,40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0,no_info,6111,15,3,2019,9,10,6,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
195,0,no_info,6015,9,6,2019,0,20,21,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,no_info,6121,18,5,2019,16,10,13,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
435,1,other,6287,24,5,2019,17,35,10,20,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0,no_info,7229,9,5,2019,18,10,15,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
455,1,no_info,6442,12,6,2019,16,10,8,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,other,4544,27,4,2019,18,10,15,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1700,2,no_info,11542,12,6,2019,13,45,9,25,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
520,1,no_info,16079,21,5,2019,4,25,19,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
545,1,no_info,6076,27,3,2019,16,10,7,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
920,2,no_info,10408,1,4,2019,1,20,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2240,2,no_info,8446,27,3,2019,19,15,5,55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,no_info,13663,1,3,2019,10,40,7,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
705,1,no_info,10671,15,5,2019,8,15,20,30,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,no_info,3383,18,6,2019,2,45,23,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
910,1,no_info,9021,9,5,2019,1,30,10,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
615,1,no_info,14533,18,5,2019,19,15,9,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1000,2,other,11992,6,6,2019,4,25,11,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,no_info,3597,12,5,2019,15,35,13,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
165,0,no_info,4077,9,6,2019,4,15,1,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
545,1,no_info,9646,12,6,2019,16,10,7,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,no_info,3873,1,4,2019,0,40,22,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1430,2,no_info,15129,9,5,2019,19,0,19,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
480,1,no_info,6104,9,6,2019,1,30,17,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1995,2,other,16022,6,3,2019,4,25,19,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
885,1,other,10562,9,3,2019,0,30,9,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1640,1,no_info,10945,9,3,2019,9,25,6,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0,no_info,3873,27,5,2019,11,25,9,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
90,0,other,1840,27,3,2019,4,25,2,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
425,1,no_info,9585,3,3,2019,12,0,4,55,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,other,3210,18,5,2019,21,5,19,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
290,1,no_info,6147,9,5,2019,20,0,15,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
395,1,other,7341,9,5,2019,23,35,17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
615,1,no_info,8372,21,5,2019,19,15,9,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
690,1,no_info,10877,27,6,2019,19,0,7,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1275,2,no_info,10441,9,5,2019,19,15,22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
975,1,no_info,13611,6,3,2019,21,0,4,45,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1550,1,other,11087,9,3,2019,10,45,8,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
